Weather condition,Priority Code (Inversely propo.),Score,Priority score(directly pro.),Random distance (0 to 50km),Combined Score
Heavy rain,1195,1.01675086413188,0.98352510460251,41.8669098783923,0.0234917052024924
Light sleet showers,1249,1.06269609146504,0.941002802241793,47.7833996957704,0.0196930902412347
Patchy snow possible,1066,0.906992821058229,1.10254455909944,14.852334337395,0.0742337557217163
Torrential rain shower,1246,1.06014357883542,0.943268459069021,33.4214961275308,0.0282234061416541
Moderate or heavy showers of ice pellets,1264,1.07545865461313,0.929835838607595,48.5464259639332,0.0191535384973222
Patchy freezing drizzle possible,1072,0.912097846317469,1.09637360074627,19.7613163086642,0.0554807981220144
Moderate or heavy sleet showers,1252,1.06524860409466,0.938748003194888,37.4631032293519,0.0250579349352829
Ice pellets,1237,1.05248604094656,0.950131366208569,21.8607198543621,0.0434629496438554
Patchy heavy snow,1222,1.03972347779846,0.961794189852701,29.8905555084689,0.0321771935479819
Moderate or heavy freezing rain,1201,1.02185588939112,0.978611573688593,16.2001823455463,0.0604074418926297
Mist,1030,0.876362669502792,1.14108009708738,3.83812915886244,0.297301119857461
Moderate or heavy snow with thunder,1282,1.09077373039085,0.916780421216849,18.3758963892361,0.0498903782323166
Light sleet,1204,1.02440840202074,0.976173172757475,41.9882479572716,0.0232487236369295
Moderate snow,1219,1.03717096516884,0.964161197703035,15.2945228581905,0.0630396388722064
Mist,1030,0.876362669502792,1.14108009708738,44.9361878743374,0.0253933444527688
Fog,1135,0.965700611539484,1.03551762114537,33.5441627726236,0.0308702777339993
Heavy rain at times,1192,1.01419835150226,0.986000419463087,4.45705655238392,0.221222326410849
Patchy light snow,1210,1.02951342727998,0.971332644628099,10.2238643050882,0.0950064100659755
Patchy heavy snow,1222,1.03972347779846,0.961794189852701,0.651620199332736,1.47600425959414
Light showers of ice pellets,1261,1.07290614198352,0.9320479777954,35.7937146985254,0.0260394313818956
Patchy light snow with thunder,1279,1.08822121776123,0.918930805316654,30.7706557183956,0.0298638681517369
Overcast,1009,0.858495081095453,1.16482903865213,44.0468344955825,0.026445238392079
Freezing fog,1147,0.975910662057963,1.0246839581517,20.2193504075777,0.0506783817232662
Blowing snow,1114,0.947833023132146,1.0550381508079,4.32418666604056,0.243985339276287
Light sleet showers,1249,1.06269609146504,0.941002802241793,24.9570272518643,0.0377049234568392
Moderate rain,1189,1.01164583887264,0.988488225399495,28.7083580852852,0.0344320710527209
Freezing fog,1147,0.975910662057963,1.0246839581517,6.99844470097527,0.146415954106047
Blizzard,1117,0.950385535761766,1.05220456580125,39.2195398368897,0.0268285800949544
Light freezing rain,1198,1.0193033767615,0.981062186978297,31.1508471294777,0.0314939167753781
Moderate snow,1219,1.03717096516884,0.964161197703035,25.4857470204104,0.0378313885377141
Light snow,1213,1.0320659399096,0.968930338004946,11.663041521329,0.0830769860703143
Patchy rain possible,1063,0.90444030842861,1.10565616180621,11.8060423545017,0.0936517190610127
Light sleet showers,1249,1.06269609146504,0.941002802241793,44.6269456567332,0.0210859781773978
Patchy moderate snow,1216,1.03461845253922,0.966539884868421,22.0057742566027,0.0439221030624913
Patchy light rain,1180,1.00398830098378,0.996027542372881,21.0650447482483,0.0472834287454199
Patchy heavy snow,1222,1.03972347779846,0.961794189852701,48.0545818166845,0.0200146199070401
Patchy sleet possible,1069,0.909545333687849,1.09945042095416,38.5302686644846,0.0285347198206168
Patchy heavy snow,1222,1.03972347779846,0.961794189852701,1.41483912572353,0.679790495163789
Patchy moderate snow,1216,1.03461845253922,0.966539884868421,18.2698222917324,0.0529036281489069
Light sleet,1204,1.02440840202074,0.976173172757475,3.78891310068039,0.257639366968374
Torrential rain shower,1246,1.06014357883542,0.943268459069021,48.7269443111011,0.0193582518338652
Moderate or heavy rain shower,1243,1.0575910662058,0.94554505229284,8.22971059832176,0.114894082968806
Moderate or heavy sleet,1207,1.02696091465036,0.973746893123447,1.01937128993477,0.955242611537311
Moderate or heavy rain with thunder,1276,1.08566870513161,0.921091300940439,29.8048760423994,0.0309040473656098
Patchy snow possible,1066,0.906992821058229,1.10254455909944,23.8738625470152,0.0461820770278869
Moderate or heavy snow showers,1258,1.0703536293539,0.93427066772655,15.1936823789334,0.0614907330840317
Moderate or heavy showers of ice pellets,1264,1.07545865461313,0.929835838607595,1.53091461638665,0.607372761782264
Patchy light drizzle,1150,0.978463174687583,1.02201086956522,8.48102985272145,0.120505514933103
Light rain,1183,1.0065408136134,0.993501690617075,7.03158003484608,0.141291386245143
Light freezing rain,1198,1.0193033767615,0.981062186978297,33.4008125507569,0.029372404802651
Heavy rain at times,1192,1.01419835150226,0.986000419463087,3.44495817208951,0.286215498188484
Heavy rain at times,1192,1.01419835150226,0.986000419463087,43.2927477375834,0.0227751868613116
Partly cloudy,1003,0.853390055836214,1.17179710867398,30.5064412779628,0.0384114652376861
Moderate snow,1219,1.03717096516884,0.964161197703035,44.3816378477671,0.0217243266463079
Moderate or heavy rain with thunder,1276,1.08566870513161,0.921091300940439,41.3172917163524,0.0222931189987918
Patchy light drizzle,1150,0.978463174687583,1.02201086956522,15.107824396239,0.067647785859865
Torrential rain shower,1246,1.06014357883542,0.943268459069021,40.4233376885951,0.0233347495037539
Light showers of ice pellets,1261,1.07290614198352,0.9320479777954,20.6693931522278,0.0450931467088061
Heavy freezing drizzle,1171,0.996330763094922,1.00368274978651,1.65106173763248,0.607901404841304
Moderate rain at times,1186,1.00909332624302,0.990988617200675,2.36851635123099,0.418400580889225
Heavy rain,1195,1.01675086413188,0.98352510460251,42.1444302066159,0.0233370127388296
Light sleet,1204,1.02440840202074,0.976173172757475,6.1672250125311,0.158284020896595
Cloudy,1006,0.855942568465834,1.16830268389662,30.8267720464885,0.0378989626982272
Light snow,1213,1.0320659399096,0.968930338004946,41.594301845805,0.0232947854635687
Light sleet,1204,1.02440840202074,0.976173172757475,19.2225203169515,0.0507827879311242
Overcast,1009,0.858495081095453,1.16482903865213,4.92073956693186,0.236718286511232
Blowing snow,1114,0.947833023132146,1.0550381508079,36.9779699320154,0.0285315324975277
Light sleet,1204,1.02440840202074,0.976173172757475,6.52833463386048,0.149528666575142
Light drizzle,1153,0.981015687317203,1.01935169124024,33.5109821809514,0.030418436730263
Patchy light rain with thunder,1273,1.08311619250199,0.923261979575805,12.5143450360163,0.0737762924802421
Blowing snow,1114,0.947833023132146,1.0550381508079,35.2405279077111,0.0299382050567138
Moderate or heavy sleet showers,1252,1.06524860409466,0.938748003194888,24.7448774502965,0.0379370641491554
Moderate or heavy rain shower,1243,1.0575910662058,0.94554505229284,40.1631937298075,0.0235425762864843
Cloudy,1006,0.855942568465834,1.16830268389662,16.193342976693,0.0721470968396181
Patchy moderate snow,1216,1.03461845253922,0.966539884868421,24.9640294941765,0.0387173026331303
Moderate or heavy sleet,1207,1.02696091465036,0.973746893123447,25.0715744086835,0.038838681498446
Cloudy,1006,0.855942568465834,1.16830268389662,18.9446189965423,0.0616693681783653
Blizzard,1117,0.950385535761766,1.05220456580125,45.8133452973178,0.0229672065851706
Overcast,1009,0.858495081095453,1.16482903865213,24.6699548370433,0.0472165047056785
Light rain shower,1240,1.05503855357618,0.947832661290323,21.7750125826442,0.0435284552738121
Cloudy,1006,0.855942568465834,1.16830268389662,28.7217130742071,0.0406766365529147
Mist,1030,0.876362669502792,1.14108009708738,44.677404596259,0.0255404293825727
Fog,1135,0.965700611539484,1.03551762114537,42.6822083245027,0.0242611069528684
Blowing snow,1114,0.947833023132146,1.0550381508079,49.0512366599892,0.0215089001347949
Light freezing rain,1198,1.0193033767615,0.981062186978297,9.53999197849889,0.102836793698506
Light snow showers,1255,1.06780111672428,0.936503984063745,24.2823136535862,0.0385673291855134
Fog,1135,0.965700611539484,1.03551762114537,5.82799941320705,0.177679774434902
Patchy light snow,1210,1.02951342727998,0.971332644628099,35.5306372243625,0.0273378897905631
Thundery outbreaks possible,1087,0.924860409465568,1.08124425022999,7.36123202549997,0.146883598626488
Light showers of ice pellets,1261,1.07290614198352,0.9320479777954,15.4883042675681,0.0601775353643505
Patchy light rain with thunder,1273,1.08311619250199,0.923261979575805,40.4415900938562,0.0228295172725185
Patchy moderate snow,1216,1.03461845253922,0.966539884868421,32.3830165499636,0.029847123209697
Moderate or heavy snow showers,1258,1.0703536293539,0.93427066772655,17.8272396806609,0.0524069168565705
Patchy light snow with thunder,1279,1.08822121776123,0.918930805316654,13.6224448380774,0.0674571133331414
Fog,1135,0.965700611539484,1.03551762114537,9.68425617037008,0.106927946031997
Moderate or heavy snow with thunder,1282,1.09077373039085,0.916780421216849,20.0983088496967,0.0456148041147593
Patchy heavy snow,1222,1.03972347779846,0.961794189852701,26.6706583207257,0.0360618841232462
Moderate snow,1219,1.03717096516884,0.964161197703035,36.3250395353243,0.0265426055975916
Patchy moderate snow,1216,1.03461845253922,0.966539884868421,3.18754560837822,0.30322386049252
Moderate snow,1219,1.03717096516884,0.964161197703035,12.642822770188,0.0762615450069065
Moderate or heavy snow showers,1258,1.0703536293539,0.93427066772655,14.0252669649491,0.0666133963839269
Light snow showers,1255,1.06780111672428,0.936503984063745,33.3123911057316,0.0281127818501931
Moderate or heavy snow showers,1258,1.0703536293539,0.93427066772655,47.7794786309611,0.0195538062468757
Patchy light rain with thunder,1273,1.08311619250199,0.923261979575805,48.0072925194911,0.0192317027501803
Blowing snow,1114,0.947833023132146,1.0550381508079,25.67807137254,0.041087125878782
Moderate or heavy snow with thunder,1282,1.09077373039085,0.916780421216849,48.4420074983389,0.0189253185109698
Heavy rain at times,1192,1.01419835150226,0.986000419463087,8.89553082427007,0.110842223914613
Patchy moderate snow,1216,1.03461845253922,0.966539884868421,2.79502408958721,0.345807354029341
Moderate rain at times,1186,1.00909332624302,0.990988617200675,36.6637536428807,0.0270291096447268
Moderate or heavy snow showers,1258,1.0703536293539,0.93427066772655,30.1331493084402,0.0310047469039309
Heavy freezing drizzle,1171,0.996330763094922,1.00368274978651,17.3878505694355,0.0577232214975893
Overcast,1009,0.858495081095453,1.16482903865213,28.4930542370088,0.0408811575257232
Fog,1135,0.965700611539484,1.03551762114537,49.0233442627859,0.0211229494176194
Sunny,1000,0.850837543206594,1.1753125,18.2813962902559,0.0642900838283588
Light sleet,1204,1.02440840202074,0.976173172757475,7.71239582713407,0.12657197512128
Light snow showers,1255,1.06780111672428,0.936503984063745,21.1834823032065,0.044209161206795
Light snow,1213,1.0320659399096,0.968930338004946,49.3306674591588,0.0196415412138328
Freezing drizzle,1168,0.993778250465302,1.00626070205479,30.5539999093526,0.0329338451607042
Light rain,1183,1.0065408136134,0.993501690617075,42.1994934602987,0.0235429766841102
Ice pellets,1237,1.05248604094656,0.950131366208569,6.78647918194268,0.140003577810517
Moderate or heavy snow showers,1258,1.0703536293539,0.93427066772655,6.02268708398325,0.155125221466536
Patchy heavy snow,1222,1.03972347779846,0.961794189852701,5.99528143667756,0.160425194381818
Freezing drizzle,1168,0.993778250465302,1.00626070205479,12.1556567572401,0.0827812698359918
Heavy rain at times,1192,1.01419835150226,0.986000419463087,38.758098005345,0.0254398556742158
Moderate rain,1189,1.01164583887264,0.988488225399495,48.8799356854987,0.0202227808105065
Patchy light rain,1180,1.00398830098378,0.996027542372881,33.1850238280074,0.0300143687566756
Blowing snow,1114,0.947833023132146,1.0550381508079,43.5056313062834,0.0242506112227252
Moderate rain at times,1186,1.00909332624302,0.990988617200675,18.1469091192735,0.054609223570099
Cloudy,1006,0.855942568465834,1.16830268389662,16.254911425603,0.071873826519684
Moderate rain,1189,1.01164583887264,0.988488225399495,19.4875262623852,0.0507241510333445
Heavy snow,1225,1.04227599042808,0.959438775510204,20.140050898668,0.0476383490954165
Heavy snow,1225,1.04227599042808,0.959438775510204,40.0879055640795,0.023933372472567
Light sleet,1204,1.02440840202074,0.976173172757475,9.713669459817,0.100494790027153
Moderate or heavy showers of ice pellets,1264,1.07545865461313,0.929835838607595,24.0162869937018,0.0387168857055815
Blowing snow,1114,0.947833023132146,1.0550381508079,0.160965394031548,6.55444082969238
Moderate or heavy snow showers,1258,1.0703536293539,0.93427066772655,28.361712552206,0.0329412642486528
Light snow,1213,1.0320659399096,0.968930338004946,47.7959503060023,0.0202722266594052
Moderate or heavy showers of ice pellets,1264,1.07545865461313,0.929835838607595,40.8831903833878,0.0227437200934646
Ice pellets,1237,1.05248604094656,0.950131366208569,31.262505560604,0.0303920414941371
Heavy freezing drizzle,1171,0.996330763094922,1.00368274978651,37.6796549482407,0.0266372595812047
Patchy light snow with thunder,1279,1.08822121776123,0.918930805316654,37.6051103008576,0.0244363278810991
Heavy rain at times,1192,1.01419835150226,0.986000419463087,45.9900336444117,0.021439436793778
Moderate or heavy snow with thunder,1282,1.09077373039085,0.916780421216849,34.8960541495802,0.0262717503041208
Patchy light drizzle,1150,0.978463174687583,1.02201086956522,12.5991930932936,0.081117168535914
Moderate or heavy rain shower,1243,1.0575910662058,0.94554505229284,38.9648148371619,0.0242666378948385
Cloudy,1006,0.855942568465834,1.16830268389662,24.3719096702928,0.0479364440333815
Moderate or heavy sleet showers,1252,1.06524860409466,0.938748003194888,37.9031868920695,0.0247669940226399
Freezing drizzle,1168,0.993778250465302,1.00626070205479,7.73121038734916,0.130155648551664
Light freezing rain,1198,1.0193033767615,0.981062186978297,25.5797487538518,0.0383530814324581
Light rain shower,1240,1.05503855357618,0.947832661290323,9.40406291896103,0.10078969796972
Patchy snow possible,1066,0.906992821058229,1.10254455909944,15.0185421262545,0.073412222693176
Moderate or heavy freezing rain,1201,1.02185588939112,0.978611573688593,49.5299755879415,0.0197579660008321
Patchy light snow,1210,1.02951342727998,0.971332644628099,28.7921395535686,0.0337360355878002
Ice pellets,1237,1.05248604094656,0.950131366208569,22.7553281520069,0.0417542370675403
Heavy snow,1225,1.04227599042808,0.959438775510204,28.5986834428521,0.0335483546795929
Moderate or heavy sleet showers,1252,1.06524860409466,0.938748003194888,18.4941848121608,0.0507590906400815
Light snow showers,1255,1.06780111672428,0.936503984063745,27.8993775266755,0.0335671999552077
Torrential rain shower,1246,1.06014357883542,0.943268459069021,32.4520213037471,0.0290665549070161
Light rain,1183,1.0065408136134,0.993501690617075,25.8956981604203,0.0383655109224115
Patchy light rain,1180,1.00398830098378,0.996027542372881,44.5218987426057,0.0223716321743422
Patchy rain possible,1063,0.90444030842861,1.10565616180621,42.8762374711335,0.0257871545410344
Moderate snow,1219,1.03717096516884,0.964161197703035,16.6576219393614,0.0578810829788828
Patchy freezing drizzle possible,1072,0.912097846317469,1.09637360074627,24.0758317816737,0.0455383477791542
Moderate rain,1189,1.01164583887264,0.988488225399495,27.5982449968764,0.0358170682777609
Blowing snow,1114,0.947833023132146,1.0550381508079,34.5583714239796,0.0305291629013462
Light rain shower,1240,1.05503855357618,0.947832661290323,2.39342706547298,0.396014850405737
Moderate or heavy snow showers,1258,1.0703536293539,0.93427066772655,15.3626030404504,0.0608146070862194
Light snow,1213,1.0320659399096,0.968930338004946,14.1591333197925,0.0684314721897926
Moderate or heavy snow with thunder,1282,1.09077373039085,0.916780421216849,20.1821599355762,0.0454252876869135
Moderate rain,1189,1.01164583887264,0.988488225399495,15.2374134017765,0.0648724425422657
Light rain shower,1240,1.05503855357618,0.947832661290323,31.526078755848,0.0300650350026326
Moderate or heavy showers of ice pellets,1264,1.07545865461313,0.929835838607595,19.075042319673,0.048746200560122
Patchy sleet possible,1069,0.909545333687849,1.09945042095416,37.4009089448164,0.0293963556494404
Light rain,1183,1.0065408136134,0.993501690617075,30.4012378768887,0.0326796459617963
Moderate snow,1219,1.03717096516884,0.964161197703035,25.1635929092482,0.0383157206993554
Patchy light drizzle,1150,0.978463174687583,1.02201086956522,18.5323969137513,0.0551472577628031
Freezing drizzle,1168,0.993778250465302,1.00626070205479,7.92579933561922,0.126960153726397
Patchy light snow with thunder,1279,1.08822121776123,0.918930805316654,9.69737294762422,0.0947607986492656
Fog,1135,0.965700611539484,1.03551762114537,1.65895348033472,0.624199312048484
Light rain,1183,1.0065408136134,0.993501690617075,41.1261965668011,0.0241573929406123
Sunny,1000,0.850837543206594,1.1753125,43.511744748127,0.0270113852433047
Moderate or heavy snow showers,1258,1.0703536293539,0.93427066772655,6.75476223299361,0.13831288733793
Light drizzle,1153,0.981015687317203,1.01935169124024,24.1238785176731,0.0422548841179691
Mist,1030,0.876362669502792,1.14108009708738,35.8823766610926,0.0318005718479807
Heavy rain,1195,1.01675086413188,0.98352510460251,16.362150885675,0.0601097686651687
Ice pellets,1237,1.05248604094656,0.950131366208569,10.0996358631588,0.0940758042252231
Light showers of ice pellets,1261,1.07290614198352,0.9320479777954,44.9697418462939,0.0207261135939168
Heavy freezing drizzle,1171,0.996330763094922,1.00368274978651,5.46244645873328,0.18374235012992
Patchy light snow with thunder,1279,1.08822121776123,0.918930805316654,9.82700096172472,0.0935108085259996
Light rain shower,1240,1.05503855357618,0.947832661290323,32.1164478147992,0.0295123753024008
Light sleet showers,1249,1.06269609146504,0.941002802241793,30.4656433945739,0.0308873438205277
Partly cloudy,1003,0.853390055836214,1.17179710867398,29.1557992996564,0.0401908758058912
Moderate or heavy snow with thunder,1282,1.09077373039085,0.916780421216849,26.5489535601977,0.0345316970455397
Light showers of ice pellets,1261,1.07290614198352,0.9320479777954,44.3068281797735,0.0210362153213416
Blowing snow,1114,0.947833023132146,1.0550381508079,3.45759857458951,0.30513610184871
Heavy rain at times,1192,1.01419835150226,0.986000419463087,26.9762865529685,0.0365506355934889
Patchy snow possible,1066,0.906992821058229,1.10254455909944,16.7704930624574,0.0657431212662201
Patchy light snow with thunder,1279,1.08822121776123,0.918930805316654,41.4114141901288,0.022190278291334
Freezing fog,1147,0.975910662057963,1.0246839581517,15.0723160955774,0.0679845056097495
Thundery outbreaks possible,1087,0.924860409465568,1.08124425022999,20.7741345553671,0.052047619473546
Light sleet showers,1249,1.06269609146504,0.941002802241793,4.74422886173074,0.198346839848385
Moderate rain,1189,1.01164583887264,0.988488225399495,37.808285039199,0.0261447517223975
Moderate rain at times,1186,1.00909332624302,0.990988617200675,35.3970898816146,0.0279963302213553
Blizzard,1117,0.950385535761766,1.05220456580125,14.2202384356052,0.0739934545096444
Freezing drizzle,1168,0.993778250465302,1.00626070205479,40.4063964051538,0.0249035002271681
Light showers of ice pellets,1261,1.07290614198352,0.9320479777954,4.44763998967142,0.20956012176342
Patchy rain possible,1063,0.90444030842861,1.10565616180621,47.287620040139,0.0233815142497698
Patchy light rain,1180,1.00398830098378,0.996027542372881,48.3675447116643,0.0205928903009352
Patchy light drizzle,1150,0.978463174687583,1.02201086956522,38.4021428961316,0.0266133812461849
Overcast,1009,0.858495081095453,1.16482903865213,22.0064868562504,0.052931167353561
Blizzard,1117,0.950385535761766,1.05220456580125,6.30920589741232,0.16677290025244
Partly cloudy,1003,0.853390055836214,1.17179710867398,0.512437580870622,2.28671188924731
Freezing drizzle,1168,0.993778250465302,1.00626070205479,48.4686847704833,0.020761048227733
Heavy freezing drizzle,1171,0.996330763094922,1.00368274978651,0.41850430819485,2.39826145187306
Fog,1135,0.965700611539484,1.03551762114537,29.3744033896178,0.0352523796793561
Heavy freezing drizzle,1171,0.996330763094922,1.00368274978651,21.5187624036716,0.0466422153355464
Fog,1135,0.965700611539484,1.03551762114537,46.7601341640681,0.0221453090256763
Light snow showers,1255,1.06780111672428,0.936503984063745,39.5838995055766,0.0236587096208601
Mist,1030,0.876362669502792,1.14108009708738,35.5299632538349,0.0321159942929076
Moderate or heavy showers of ice pellets,1264,1.07545865461313,0.929835838607595,15.8529793565947,0.0586536964246277
Patchy light snow,1210,1.02951342727998,0.971332644628099,27.5596550330466,0.0352447315999921
Patchy freezing drizzle possible,1072,0.912097846317469,1.09637360074627,46.4353908959182,0.0236107326673252
Light snow showers,1255,1.06780111672428,0.936503984063745,7.61085160528602,0.123048514493872
Partly cloudy,1003,0.853390055836214,1.17179710867398,11.9053839636224,0.0984258140900348
Freezing fog,1147,0.975910662057963,1.0246839581517,20.3006686594524,0.0504753796705404
Overcast,1009,0.858495081095453,1.16482903865213,36.1699408083941,0.0322043390898169
Patchy light rain with thunder,1273,1.08311619250199,0.923261979575805,5.1765948696462,0.178353145808165
Moderate or heavy rain shower,1243,1.0575910662058,0.94554505229284,40.9430915825947,0.0230941293327932
Moderate snow,1219,1.03717096516884,0.964161197703035,26.1818035767852,0.0368256218436355
Moderate or heavy snow showers,1258,1.0703536293539,0.93427066772655,40.0775347499612,0.0233115802545079
Light rain shower,1240,1.05503855357618,0.947832661290323,36.5376296448284,0.0259412739825743
Mist,1030,0.876362669502792,1.14108009708738,33.9869868644977,0.0335740294259311
Overcast,1009,0.858495081095453,1.16482903865213,41.682634210864,0.0279451877431617
Light freezing rain,1198,1.0193033767615,0.981062186978297,14.3292548388883,0.0684656807355944
Freezing drizzle,1168,0.993778250465302,1.00626070205479,31.3086084113682,0.0321400647653639
Blowing snow,1114,0.947833023132146,1.0550381508079,24.0317223512713,0.0439018949780804
Blizzard,1117,0.950385535761766,1.05220456580125,20.6003271963783,0.0510770802701734
Patchy sleet possible,1069,0.909545333687849,1.09945042095416,29.3374135442771,0.0374760515031371
Patchy light rain with thunder,1273,1.08311619250199,0.923261979575805,11.7333962032439,0.0786866789106255
Cloudy,1006,0.855942568465834,1.16830268389662,16.3846271903841,0.0713048072636209
Light showers of ice pellets,1261,1.07290614198352,0.9320479777954,16.5304115510731,0.0563838338153713
Patchy light rain with thunder,1273,1.08311619250199,0.923261979575805,25.5723589626342,0.0361039034734674
Light snow showers,1255,1.06780111672428,0.936503984063745,1.63881798491439,0.571450882699867
Sunny,1000,0.850837543206594,1.1753125,8.04277112341432,0.146132779606074
Fog,1135,0.965700611539484,1.03551762114537,31.4645805242724,0.032910580846503
Moderate or heavy freezing rain,1201,1.02185588939112,0.978611573688593,4.08059357131206,0.239820887963104
Moderate or heavy snow showers,1258,1.0703536293539,0.93427066772655,31.6570908679631,0.0295122085482602
Light showers of ice pellets,1261,1.07290614198352,0.9320479777954,11.7058880514933,0.079622150296961
Fog,1135,0.965700611539484,1.03551762114537,28.8943535423375,0.0358380615654915
Moderate or heavy freezing rain,1201,1.02185588939112,0.978611573688593,34.5237719326103,0.0283460212748139
Fog,1135,0.965700611539484,1.03551762114537,17.2381501226815,0.0600712729484159
Freezing fog,1147,0.975910662057963,1.0246839581517,36.3153867054282,0.0282162480180484
Mist,1030,0.876362669502792,1.14108009708738,45.7183781782749,0.0249588927375734
Freezing drizzle,1168,0.993778250465302,1.00626070205479,46.9913635525651,0.0214137370355124
Heavy rain,1195,1.01675086413188,0.98352510460251,12.5617205577778,0.0782954134410787
Moderate rain at times,1186,1.00909332624302,0.990988617200675,28.9818204942657,0.034193456459947
Thundery outbreaks possible,1087,0.924860409465568,1.08124425022999,22.4189706864989,0.048228987197933
Blizzard,1117,0.950385535761766,1.05220456580125,9.22393343786527,0.114073304289235
Patchy freezing drizzle possible,1072,0.912097846317469,1.09637360074627,33.784564217041,0.0324519089162398
Patchy light drizzle,1150,0.978463174687583,1.02201086956522,25.4588911090062,0.0401435736218566
Patchy sleet possible,1069,0.909545333687849,1.09945042095416,37.2882036232829,0.029485207495157
Patchy heavy snow,1222,1.03972347779846,0.961794189852701,25.0130682197735,0.0384516678002892
Moderate or heavy showers of ice pellets,1264,1.07545865461313,0.929835838607595,17.2085805734814,0.0540332675688826
Moderate rain at times,1186,1.00909332624302,0.990988617200675,42.5097895399398,0.0233120094906515
Patchy light drizzle,1150,0.978463174687583,1.02201086956522,46.037158778013,0.0221996946964791
Thundery outbreaks possible,1087,0.924860409465568,1.08124425022999,49.6768993952779,0.021765534149516
Partly cloudy,1003,0.853390055836214,1.17179710867398,30.7926775596596,0.0380544077858663
Moderate rain at times,1186,1.00909332624302,0.990988617200675,4.38982162744859,0.225746898462626
Fog,1135,0.965700611539484,1.03551762114537,4.20397632049754,0.246318614140723
Patchy light rain with thunder,1273,1.08311619250199,0.923261979575805,28.9931250691286,0.031844169173708
